speciesId
92454
92415
92407
49627
46548
71997
17280
71769
54051
92690
92479
92598
92713
92683
92728
92720
13477
45367
71714
92727
13032
10018
9129
722
2877
10189
23296
65915
36700
66108
18581
18931
86856
1189
13658
2962
586
85031
1915
92406
86750
3133
30117
92408
71790
71907
53617
1220
92401
92422
67812
86828
10171
49548
35626
46115
89
2361
71888
92405
44822
21315
88821
66105
45200
56
819
14362
9100
36738
66183
38664
19248
66047
92400
9116
295
17037
39855
9090
70007
264
92394
21301
71796
43402
1173
84775
373
65716
547
14507
71861
52366
53110
61197
1163
824
59861
71962
92391
65695
21826
71904
92396
21279
39541
14440
10152
72012
75755
30228
58191
53023
92392
46118
15346
45643
92397
86679
86325
36480
75879
15059
66037
699
66817
81439
17099
52941
92706
2274
53332
92398
17274
784
66003
53562
71755
92404
71939
83286
66125
65429
21068
10193
71993
65966
75736
86749
82792
88932
92730
92599
66177
921
92619
92684
92675
39821
92623
71908
92662
65544
92716
92481
39577
16986
86734
92717
92657
88985
13202
71705
16274
59911
61618
659
92181
39377
71738
92412
72074
21052
71951
92402
72077
6615
90304
71982
92409
72038
21124
81165
65548
43463
52998
79444
20483
86408
53483
71815
71886
44951
92627
70076
69402
92516
66603
21528
92693
92477
66010
21182
92641
92498
21999
72018
38243
84653
92588
17434
35575
63599
66127
74292
92671
92484
88975
69640
70087
53675
92476
10202
92568
92480
92497
92640
39820
92535
92538
92567
83284
92462
52870
92542
1221
672
52396
68155
1146
71863
92651
14079
81204
92722
92631
10111
12996
70536
92637
2859
71794
92604
92718
92590
92423
92466
74464
248
92617
92395
71298
92655
21738
92537
92721
45925
92399
92672
92739
92729
85009
53523
92513
53044
39842
92536
92638
92674
267
92502
92731
92403
